borough_name,neighborhood,building_class,building_class_map,building_class_at_sale,tax_class_at_sale,building_type,zipcode,total_units,gross_square_feet,year_built,sale_date,sale_price,log_sale_price,log_gross_square_feet
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1376,1925,2013-06-07,907000.0,13.717897729097274,7.226936018493289
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1998,1920,2012-09-24,695000.0,13.45166712454693,7.599901959208498
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2640,1930,2013-04-12,1050000.0,13.864300722133706,7.878534196140362
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1328,1920,2013-01-31,555000.0,13.226723392728571,7.191429330036379
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1280,1920,2012-08-30,688000.0,13.44154411691548,7.154615356913663
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1288,1920,2013-02-19,537500.0,13.194684038983954,7.160845906664299
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2896,1910,2013-08-06,2200000.0,14.603967918328545,7.971085753505607
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,2,2100,1921,2012-08-31,700000.0,13.458835614025542,7.649692623711514
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,2,4474,1930,2013-05-29,694000.0,13.450227239488942,8.406038142050075
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1624,1925,2013-07-11,935000.0,13.748301808270824,7.392647520721623
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11228,1,1400,1915,2012-08-03,595000.0,13.296316684527767,7.24422751560335
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2875,1920,2013-03-05,1550000.0,14.253765488895429,7.963807953231451
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2193,1920,2013-05-22,1065000.0,13.878485357125662,7.693025748417888
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1604,1925,2013-06-11,920000.0,13.732128949025222,7.38025578842646
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1760,1925,2013-06-11,830000.0,13.62918097977278,7.473069088032197
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2272,1925,2013-01-22,800000.0,13.592367006650065,7.7284157798410416
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1140,1925,2013-01-25,600000.0,13.304684934198283,7.038783541388542
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1816,1930,2013-07-18,1500000.0,14.22097566607244,7.504391559161238
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2381,1925,2013-01-17,940000.0,13.753635154246187,7.7752758464868625
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1490,1920,2013-06-27,865000.0,13.670484785914017,7.306531398939505
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1198,1925,2012-08-31,490000.0,13.102160670086809,7.088408778675395
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1440,1925,2013-07-30,675000.0,13.422467969854667,7.272398392570047
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1595,1940,2013-05-28,529000.0,13.178743710840436,7.374629015218945
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11228,1,1800,1950,2013-06-04,312500.0,12.652359748158593,7.495541943884256
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11228,1,1595,1950,2012-10-17,568000.0,13.249876697703288,7.374629015218945
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11228,1,880,1930,2013-05-23,511000.0,13.144124869185841,6.779921907472252
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2235,1925,2012-08-28,699000.0,13.457406021215947,7.711996507047669
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2136,1925,2012-09-14,735000.0,13.507625778194974,7.666690200080086
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1936,1925,2013-03-06,283920.0,12.556447787320378,7.568379267836522
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,2,2640,1920,2013-08-01,1050000.0,13.864300722133706,7.878534196140362
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1808,1925,2012-10-09,950000.0,13.764217263576723,7.4999765409521215
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1344,1925,2012-10-10,620000.0,13.337474757021274,7.203405521083095
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2928,1925,2012-09-12,850000.0,13.652991628466498,7.982074875081202
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11228,1,1536,1925,2013-04-04,595000.0,13.296316684527767,7.336936913707618
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1808,1925,2012-11-23,821000.0,13.618278388434565,7.4999765409521215
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,910,1925,2013-08-08,517000.0,13.155798153490567,6.813444599510896
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1352,1925,2013-01-08,679000.0,13.428376406540833,7.20934025660291
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1280,1925,2012-08-31,722000.0,13.489780417874963,7.154615356913663
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1380,1930,2012-11-06,512500.0,13.1470559899947,7.22983877815125
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1104,1930,2012-08-29,575000.0,13.262125319779487,7.00669522683704
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1104,1930,2013-02-11,535000.0,13.190022025878143,7.00669522683704
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1636,1930,2013-06-03,562250.0,13.239701869821562,7.400009517162692
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1364,1901,2013-03-21,650000.0,13.38472764187182,7.218176838403408
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2758,1925,2012-09-10,1050000.0,13.864300722133706,7.922261058353247
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11228,1,1155,1920,2013-06-17,713000.0,13.477236699396434,7.051855622955894
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,2612,1935,2012-09-06,980000.0,13.795307850646754,7.867871490396322
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,2580,1927,2013-02-26,938000.0,13.751505227988362,7.855544677915663
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,2024,1920,2012-11-15,590000.0,13.287877815881902,7.6128310304073565
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,2024,1920,2013-05-29,638000.0,13.366093562326927,7.6128310304073565
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,2130,1920,2013-03-27,730000.0,13.500799813124575,7.6638772587034705
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,2076,1930,2013-06-05,720000.0,13.487006490992238,7.638198244285779
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,1812,1925,2013-06-14,600000.0,13.304684934198283,7.502186486602924
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11220,3,3648,1931,2013-07-09,760000.0,13.541073712262515,8.201934351194222
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,2000,1905,2013-04-16,746750.0,13.523485736078356,7.600902459542082
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,3150,1925,2012-11-20,750000.0,13.527828485512494,8.055157731819678
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,2280,1925,2013-03-28,720000.0,13.487006490992238,7.731930721948486
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11220,3,3467,1931,2013-02-13,850000.0,13.652991628466498,8.151044945685024
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,3655,1925,2013-05-24,838000.0,13.63877337946422,8.203851372183879
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,3290,1920,2012-11-15,920000.0,13.732128949025222,8.098642843759418
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,2336,1920,2012-08-28,325000.0,12.691580461311874,7.756195343948118
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11220,3,3415,1930,2012-08-16,950000.0,13.764217263576723,8.13593277200489
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,3980,1925,2012-11-28,780000.0,13.567049198665774,8.289037098278483
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2256,1925,2012-11-16,750000.0,13.527828485512494,7.721348612617949
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11220,2,3146,1930,2012-10-25,812000.0,13.607255619143816,8.053887083618223
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,3,3255,1935,2012-09-21,925000.0,13.737549016494562,8.08794755464267
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2400,1925,2013-06-14,900000.0,13.710150042306449,7.783224016336037
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11228,3,3480,1931,2013-04-23,950000.0,13.764217263576723,8.15478757276852
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2440,1925,2013-06-06,985000.0,13.800396920154226,7.799753318287247
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,1653,1950,2012-09-07,131000.0,11.782952602183288,7.410347097821024
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2344,1930,2012-10-26,375000.0,12.834681304952548,7.759614150696903
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2470,1925,2013-06-28,838000.0,13.63877337946422,7.8119734296220225
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2470,1925,2013-01-25,650000.0,13.38472764187182,7.8119734296220225
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2160,1925,2013-06-17,875000.0,13.681979165339751,7.67786350067821
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3000,1910,2012-11-29,1050250.0,13.864538789031629,8.006367567650246
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3120,1905,2013-05-31,890000.0,13.698976741708323,8.045588280803528
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3192,1910,2012-08-08,745000.0,13.521139497361697,8.068402958569699
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2132,1935,2013-05-10,939000.0,13.7525707581904,7.664815785285735
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,3100,1915,2012-09-25,955000.0,13.769466619462868,8.039157390473237
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,1800,1925,2013-05-16,275000.0,12.524526376648708,7.495541943884256
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11228,3,2160,1930,2012-10-02,788000.0,13.577253368840017,7.67786350067821
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2475,1925,2013-04-04,803000.0,13.596109992928898,7.813995675002791
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2054,1925,2013-05-31,936789.0,13.750213349095937,7.627544390488503
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2560,1925,2013-02-22,775000.0,13.560618308335483,7.847762537473608
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2360,1920,2012-10-05,800000.0,13.592367006650065,7.7664168980196555
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2204,1925,2013-07-18,710000.0,13.473020249017498,7.698029170272805
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3120,1910,2012-08-30,600000.0,13.304684934198283,8.045588280803528
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,2,2940,1901,2013-06-12,740000.0,13.514405465180353,7.986164860332727
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2650,1905,2013-06-11,745250.0,13.521475011540318,7.882314918980268
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2380,1925,2013-03-07,633900.0,13.359646492272258,7.77485576666552
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,1920,1910,2012-11-09,740000.0,13.514405465180353,7.560080465021827
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2200,1905,2013-04-29,720000.0,13.487006490992238,7.696212639346407
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3360,1901,2013-01-09,710000.0,13.473020249017498,8.11969625295725
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2600,1920,2013-05-15,940000.0,13.753635154246187,7.8632667240095735
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3030,1901,2012-12-28,675000.0,13.422467969854667,8.016317898503415
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2240,1940,2013-03-12,810000.0,13.604789526648622,7.7142311448490855
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2650,1905,2013-03-08,614000.0,13.327750207129279,7.882314918980268
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3318,1920,2012-09-20,1575000.0,14.269765830241871,8.10711747075039
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,3,5940,1929,2012-08-27,790000.0,13.579788224443204,8.68946441235669
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,1873,1905,2013-02-01,830000.0,13.62918097977278,7.5352967024440884
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,3,3534,1931,2012-08-03,970000.0,13.785051350479566,8.170185652879642
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2196,1920,2013-06-12,600000.0,13.304684934198283,7.694392802629421
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2424,1910,2012-12-13,625000.0,13.345506928718539,7.793174347189205
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2440,1920,2012-12-20,880000.0,13.687677186454389,7.799753318287247
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2364,1925,2013-06-14,520000.0,13.16158409055761,7.768110378525988
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3135,1925,2012-09-21,778500.0,13.56512427025619,8.050384453067021
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3135,1925,2012-10-16,776000.0,13.561907799165356,8.050384453067021
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,1440,1970,2012-09-13,886500.0,13.695036404496399,7.272398392570047
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,3,2640,1931,2012-09-27,625000.0,13.345506928718539,7.878534196140362
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2018,1925,2013-05-13,725000.0,13.493926933836812,7.609862200913554
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3161,1920,2012-09-28,1300000.0,14.077874822431765,8.058643712215618
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2200,1920,2012-10-22,785000.0,13.573438996764546,7.696212639346407
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2256,1910,2013-07-01,800000.0,13.592367006650065,7.721348612617949
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2256,1910,2013-01-11,800000.0,13.592367006650065,7.721348612617949
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2862,1915,2013-03-06,770000.0,13.554145793829866,7.959275960116396
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2460,1905,2012-12-20,820500.0,13.617669189512283,7.807916628926408
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3760,1905,2013-07-18,820000.0,13.617059619240436,8.23217423638394
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2268,1925,2013-03-01,585000.0,13.279367126213993,7.7266536648476425
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2000,1915,2013-04-11,770000.0,13.554145793829866,7.600902459542082
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3000,1920,2012-12-27,320000.0,12.676076274775909,8.006367567650246
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,3,3153,1905,2013-04-17,1358000.0,14.121523587100778,8.056109659545061
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2520,1925,2013-08-05,745000.0,13.521139497361697,7.832014180505469
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,1328,1925,2013-08-02,620000.0,13.337474757021274,7.191429330036379
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3041,1910,2013-05-16,1200000.0,13.997832114758229,8.019941687677365
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2520,1925,2013-05-07,830000.0,13.62918097977278,7.832014180505469
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2208,1920,2013-06-20,48000.0,10.778956289890028,7.699842407396986
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3690,1955,2012-12-28,1200000.0,13.997832114758229,8.213381737034572
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3240,1925,2012-09-14,1400000.0,14.151982794585487,8.083328608786376
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2048,1915,2012-12-21,760000.0,13.541073712262515,7.6246189861593985
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2015,1935,2013-07-30,765000.0,13.547631112808673,7.608374474380783
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,3,3135,1927,2013-06-06,1200000.0,13.997832114758229,8.050384453067021
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2312,1925,2012-10-11,640000.0,13.369223455335854,7.7458682297922685
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3417,1925,2013-05-16,729500.0,13.500114646944978,8.136518252115291
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2907,1925,2012-12-31,745000.0,13.521139497361697,7.9748769005588755
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2160,1925,2012-08-15,795000.0,13.58609739363647,7.67786350067821
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2004,1925,2012-11-06,142000.0,11.863582336583399,7.602900462204755
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,3420,1925,2013-04-18,715000.0,13.480037821676145,8.13739583005665
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2248,1925,2013-05-01,845000.0,13.64709190633931,7.717796211013582
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2328,1905,2012-11-29,705000.0,13.465953081794405,7.752764808851328
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,3740,1940,2013-05-14,850000.0,13.652991628466498,8.226840890408578
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2314,1965,2012-11-14,735000.0,13.507625778194974,7.746732907753622
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2720,1925,2013-03-20,800000.0,13.592367006650065,7.908387159290043
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2000,1925,2013-03-27,650000.0,13.38472764187182,7.600902459542082
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,3066,1935,2012-09-12,795000.0,13.58609739363647,8.028129059431759
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2722,1925,2012-12-27,690000.0,13.444446876573442,7.909122183211411
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2723,1925,2013-04-22,781500.0,13.568970428843668,7.909489492673759
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2090,1960,2012-12-11,749000.0,13.526494262499357,7.644919344958857
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2296,1910,2012-10-10,780000.0,13.567049198665774,7.738923757439457
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2344,1925,2013-03-26,200000.0,12.206072645530174,7.759614150696903
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2440,1925,2013-07-15,916000.0,13.727771643656267,7.799753318287247
Brooklyn,BAY RIDGE,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11209,2,2410,1915,2012-12-21,703500.0,13.46382315553658,7.787382026484701
